ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown	RNA_rhythm.pvalue
Ot08g01310	8.14370906	9.055780044	9.469759159	8.179636163	9.083277769	9.190427996	8.321393345	9.108023648	9.872087965	7.02858796	7.088932059	7.667486296	7.112005012	7.192783877	6.919845742	7.340962391	6.958397082	6.973431631	7.97152718	8.091210386	7.863293536	8.369977401	8.458865121	8.989617538	8.10212576504167	9.872087965	7.15898359709359e-07	7.15898359709359e-07	7.15898359709359e-07
Ot08g02470	8.398817375	8.384366347	8.31857956	8.541775346	8.27186549	8.396303454	7.140118081	7.528529501	7.629224883	6.268898355	6.392441927	6.427971153	6.661137186	6.707844943	6.504099455	7.367125346	7.180358083	6.944256967	7.902234389	7.758286022	7.727515425	8.164912729	8.02787718	7.995361748	7.526662539375	8.541775346	7.31163720173272e-07	7.31163720173272e-07	7.31163720173272e-07
Ot08g03680	6.22722843	6.9015381275	6.571951492	6.309783183	7.184932986	7.110185517	7.020660384	7.651478801	7.975491139	6.699014082	6.590432106	7.522994246	6.910519256	6.73577865	6.078540896	6.816883574	6.420367474	5.814269492	6.648312723	6.563755298	6.223081217	6.601464341	6.774879636	6.506351077	6.7441622553125	7.975491139	0.00102528640007319	0.00102528640007319	0.00102528640007319
Ot09g00300	5.376140836	4.52928564	4.288015386	7.25422924	7.261945156	7.316203134	7.303563954	7.323558335	7.4853139275	8.772268937	NA	8.680431072	8.420941656	8.448027411	8.530542027	6.314685214	6.507141263	6.705873772	3.825483282	3.99697468	4.122221021	3.403966391	3.60752498	3.263503032	6.20599305854348	8.772268937	7.07560326535859e-07	7.07560326535859e-07	7.07560326535859e-07
Ot08g01640	6.402500411	5.8001465975	5.931342815	5.383606238	5.19186951	5.064083771	5.694746821	5.773115304	6.091612749	7.92045374	7.743905299	8.013911387	8.050883089	7.710271063	7.728316577	8.419215542	7.950741559	7.980884013	8.569141134	8.382073387	8.536322691	7.926705644	7.351046365	7.39161963	7.1253548056875	8.569141134	0.000992315262100406	3.31869230587271e-09	3.31869230587271e-09
Ot01g02140	7.047376046	7.599833676	8.058746811	6.947862707	7.445982379	7.61110924	NA	7.274120089	7.029262479	7.043529322	7.17085349	7.391217943	7.611867746	7.418861013	6.8689985255	7.970223944	7.863329039	7.1246739395	7.699090195	7.340079259	8.32483831	7.421982111	7.469401077	7.59862306	7.44921140873913	8.32483831	0.0638190438784957	0.0638190438784957	0.0638190438784957
Ot01g03440	8.104909144	7.72083134	7.898147766	8.396424455	7.942729604	8.2508496	8.505390105	8.548080958	8.467475543	7.604844908	8.239474211	8.53762136	7.24362109	7.173016501	7.279434727	7.470386796	7.597692214	7.749720808	7.574648604	7.412151172	7.517541916	7.513895223	7.283820591	7.495789556	7.81368742466667	8.548080958	0.00249823152198958	0.00249823152198958	0.00249823152198958
Ot01g04750	7.505168991	7.805003152	7.858237291	8.452605717	8.628352912	8.883202136	8.691490851	8.913381939	8.800015518	8.100694056	8.765917962	8.979646766	7.266169994	7.092037561	7.094135876	6.800847758	6.908887593	6.7499467105	6.826516215	6.628368573	6.373673775	6.950936763	6.9774533315	6.987867052	7.668356603875	8.979646766	6.72693758065977e-07	6.72693758065977e-07	6.72693758065977e-07
Ot01g01260	7.42498711	7.435615063	6.5968045165	7.326838391	7.546795117	7.787916071	7.654450404	7.301688664	7.801216497	7.71954655	7.431655753	9.190653846	7.253105742	7.320798232	7.330244905	6.975988027	6.721489036	7.0011014935	7.220816318	7.005483015	7.205649718	7.277287084	7.243397685	7.485010957	7.385772508125	9.190653846	0.000564912562136024	0.000564912562136024	0.000564912562136024
Ot01g02290	7.198212971	7.351101444	7.468447054	7.287043223	7.378487652	7.40958777	7.596377006	7.985880806	7.903698375	7.503364061	7.502181673	7.700931836	6.825805995	6.845329394	6.920458896	6.404368516	6.521846076	6.632002174	6.839028399	7.098330629	7.088386811	6.986547682	7.135470051	7.207947486	7.19961816583333	7.985880806	7.72406447364769e-07	7.72406447364769e-07	7.72406447364769e-07
Ot01g03730	6.901039984	6.795870202	7.002872829	5.901076404	5.712270662	5.825120032	4.92750054	5.234387873	5.433819522	7.71926127	7.137027811	7.34900503	8.581269695	8.7683075	8.842187147	8.477197474	8.723011642	8.778410082	8.028692144	7.843189346	8.186996068	7.441436577	7.21567909	7.178787412	7.250184014	8.842187147	8.23554182406696e-07	8.23554182406696e-07	8.23554182406696e-07
Ot01g04880	7.240972581	7.534022996	7.709084743	6.160620533	6.481407324	6.239630821	5.720982861	5.936134574	5.537027389	5.711536503	5.59602634	5.656904032	7.320100343	7.856004665	7.602826842	8.136987534	8.486067508	8.40908989	8.481801193	8.394534761	8.568329617	7.786880321	7.893196976	7.848561685	7.17953050133333	8.568329617	6.32893509693895e-07	1.1688710193496e-06	1.1688710193496e-06
Ot01g01390	7.653079914	7.838410684	8.092113469	7.097713339	7.10282444	7.349050666	5.005394421	5.715580407	4.590620074	7.829060055	6.953124231	7.231943751	7.742586216	7.935004501	7.886941715	8.178771028	8.379066426	8.268265997	8.202543508	8.386136565	8.398467069	8.021686064	7.989495878	8.121428593	7.49872120879167	8.398467069	8.96272546047519e-07	8.96272546047519e-07	8.96272546047519e-07
Ot01g02360	5.173482797	3.321395628	3.199686157	7.321930841	6.486710308	6.662708651	8.185864396	7.827624033	NA	8.66453688	NA	NA	8.247857578	8.098787458	8.3115817235	6.181723972	6.309231712	6.777407168	3.670431423	2.288289787	2.30292421	3.676005404	1.985557171	1.665008523	5.54089265811905	8.66453688	8.24540249352644e-07	1.62180299717167e-10	1.62180299717167e-10
Ot01g03830	7.820428411	7.999824672	7.902821665	7.752473057	7.801747408	7.864469454	6.726042119	6.856998162	6.970345032	7.25241396	7.465371408	7.5939838655	7.583987795	7.636650838	7.573230993	7.363125956	7.546969363	7.564806625	7.489574799	7.653772714	7.556695505	7.871921052	7.730255042	7.633027652	7.55045573114583	7.999824672	0.0606157764675711	0.0606157764675711	0.0606157764675711
Ot01g04940	6.957080624	6.987392186	6.939934771	6.975056097	7.046609804	7.070830989	7.393300129	7.441661224	7.42366731	8.168339674	7.887547313	7.874304726	8.119676177	7.975523306	8.004515379	7.988634842	8.092773829	8.279692498	7.632255174	7.666317918	7.994383832	7.334226087	7.112869813	7.187538062	7.56475549016667	8.279692498	1.41086324870054e-06	1.41086324870054e-06	1.41086324870054e-06
Ot01g02440	7.166533888	7.602029706	7.527275149	7.310013064	7.712887706	7.626927487	8.23835162	8.252334295	8.490371376	7.765860834	7.801241598	8.037808331	7.250514998	6.950751761	7.05105154	6.457503455	6.416630427	6.585297019	6.476171541	6.585149616	6.594534983	6.551594402	6.960490299	7.224757201	7.276503429	8.490371376	0.000485902122947509	3.57413118351167e-05	3.57413118351167e-05
Ot01g03880	7.895952021	8.1816325235	8.180749302	8.383248705	8.442120329	8.434150385	7.085065518	7.330958752	7.463551512	6.081018989	7.362668352	7.477127308	5.08224958	4.897532943	5.066373264	4.298116077	4.652171436	4.635821143	6.430721158	6.439714354	6.337833481	7.567357963	7.448267995	7.376548327	6.7729563090625	8.442120329	5.32646850833071e-05	5.32646850833071e-05	5.32646850833071e-05
Ot01g05000	6.775342067	6.576566898	6.616424151	6.876819272	6.740306158	6.855123794	7.387152237	7.42306351	7.706721417	7.574126225	7.56823154	8.062470799	7.891561746	7.725406269	7.831091362	7.99602622	8.358365923	8.573289668	7.950680223	7.989053791	8.219704581	7.279684372	7.029911371	7.152575538	7.5066541305	8.573289668	7.56833305182342e-07	7.56833305182342e-07	7.56833305182342e-07
Ot04g03480	6.933151386	6.773981088	6.656836817	6.399292188	6.096332328	5.996591569	5.481371472	5.249385552	4.877218559	7.749902597	6.959872394	7.115234467	7.881320959	8.149779339	7.91883392	8.155974801	8.732039548	8.628667323	8.352739108	8.272168952	8.338220854	7.563477836	7.307631833	7.401736112	7.20799004175	8.732039548	6.55852258943165e-07	6.55852258943165e-07	6.55852258943165e-07
Ot04g04040	7.133990442	7.269217797	7.477608721	7.208669608	7.058030835	7.392742187	6.907178446	7.147001796	7.163425172	8.465553515	8.371213051	8.756027875	8.19095395	8.326697186	8.220149073	7.944829345	8.112247685	8.277494585	7.782429469	7.728058465	7.887031389	7.50201546	7.592123711	7.559658938	7.72809786254167	8.756027875	0.000314395954324892	0.000314395954324892	0.000314395954324892
Ot04g05360	6.565890436	6.168812169	6.165271218	6.405456994	5.827634297	5.673428235	7.32036315	6.976153151	6.62593406	7.450885794	7.614661512	7.737879981	7.50606581	7.650344351	7.497779911	7.593168922	7.757660463	7.369557304	7.728147534	8.00158233	8.025649936	7.314448766	7.196525998	7.071339074	7.1351933915	8.025649936	6.58755060261891e-07	6.58755060261891e-07	6.58755060261891e-07
Ot05g04650	6.423292998	5.778500367	5.751941316	4.636352262	3.812149547	3.846752405	4.604328348	3.558703792	3.544453417	7.646181066	6.875424833	7.148305227	8.495257562	8.592648064	8.420377088	8.528057003	8.542506308	8.616463145	7.966002103	7.831262098	7.922608926	7.497258266	7.492310617	7.584637261	6.71315725079167	8.616463145	0.00446418860860034	0.00446418860860034	0.00446418860860034
Ot04g03510	5.878268374	6.435788328	6.108480019	7.960326075	NA	NA	7.678269777	NA	NA	7.508118292	7.786796599	NA	4.484696777	3.835632942	4.148859577	1.573097602	1.971296677	2.3487760795	2.074709554	1.802411724	0.620163096000001	2.685600937	2.624802239	1.636291244	4.16644136381579	7.960326075	0.00230545055749515	0.00230545055749515	0.00230545055749515
Ot04g04140	4.227470178	3.976941857	4.0937824865	3.713610664	3.56326803	3.265174289	4.889974972	3.898514013	3.8041146	7.667588063	7.563879852	NA	7.786753656	7.65369083	7.7936000885	7.605387968	8.184222523	NA	8.060245325	NA	NA	7.369389776	6.92907193	7.087270274	5.95669756875	8.184222523	9.84159295934504e-07	9.84159295934504e-07	9.84159295934504e-07
Ot04g05410	7.301210361	8.075184495	8.171314095	7.371708957	7.565320803	7.863844354	7.775449271	7.292890212	7.029356879	8.266732281	8.081050317	8.390325917	7.980515876	8.237932728	8.189780457	8.298478036	8.553374111	8.453896144	8.265731383	8.423606634	8.576431532	8.255167049	8.209615803	8.433919741	8.04428489316667	8.576431532	7.22239267111221e-07	7.22239267111221e-07	7.22239267111221e-07
Ot15g02300	6.930658561	6.65662751	6.787487784	5.287985166	5.169835333	4.950353162	5.369571724	5.391539343	5.056621095	4.722517744	4.851610834	4.482469549	4.791680239	4.744812457	4.493275626	7.098300707	7.66075317	7.514365096	8.641334991	8.962239128	9.053625655	8.67881463	8.442294361	8.7167896915	6.43564848152083	9.053625655	7.92980045034841e-07	7.92980045034841e-07	7.92980045034841e-07
Ot08g00730	7.708208054	8.154591722	8.150089519	7.362114764	7.463469123	7.560769562	7.118758121	7.301305891	7.088578817	6.737470417	6.811379053	6.925595552	6.463338138	6.424672743	6.191838764	7.618590378	7.571561475	7.669505012	8.124683987	8.210799118	8.302131298	8.176431868	8.234534486	8.317673056	7.48700378825	8.317673056	0.00297280802221213	0.00297280802221213	0.00297280802221213
Ot07g02510	7.409327218	7.762263694	7.745392224	7.819368103	7.95073342	8.069678825	7.706584513	7.807949363	7.852638807	7.658146572	7.88933229	8.153150447	7.20467852	6.822468329	6.92816275	7.009372532	6.929411987	6.984219187	7.118217982	6.923394304	7.113457165	7.086778268	6.977062788	7.071051934	7.41636838425	8.153150447	7.75212348930754e-07	7.75212348930754e-07	7.75212348930754e-07
Ot06g04000	7.287378637	6.937860702	6.970366689	7.549172355	7.0443551275	7.158270664	7.605126448	7.581666821	NA	7.255237093	7.287386215	NA	7.337932073	7.499017619	7.458666407	7.269965563	7.900890175	7.260928001	7.242338686	7.277511915	7.295562876	7.322005899	7.00643317	7.007605757	7.29798540420455	7.900890175	0.0709724549539618	0.0709724549539618	0.0709724549539618
Ot08g01570	7.483682368	8.062258619	7.917464126	7.999998754	8.303882865	8.424550554	8.451576276	8.266362407	8.482109741	7.24474408	7.691684736	7.811528132	6.920955208	6.340440074	6.294454031	7.517700769	6.811632146	6.90316114	6.89315187	6.725265741	6.870519115	7.270897149	7.00253844	7.081006662	7.44881520845833	8.482109741	8.13053018959203e-07	8.13053018959203e-07	8.13053018959203e-07
Ot04g00950	7.909370912	8.253348572	8.321855964	7.727018278	7.968016052	7.795083571	8.105067475	8.126056639	8.365850335	6.544298906	6.387988852	6.529375298	7.199425288	6.855883937	6.754773458	7.490125131	7.303073275	7.0385309055	7.157038133	7.238678397	7.262491659	7.80987592	7.920894922	7.924335219	7.49951904577083	8.365850335	0.00626186211307036	0.00626186211307036	0.00626186211307036
Ot10g00560	7.438824543	8.061420048	7.978639611	6.849143567	7.732734066	7.699039059	7.711968141	8.13191528	8.341351009	5.217141199	5.69891526	5.834722881	4.893443287	4.566486275	4.165068058	5.386304569	5.047710945	4.9507568455	6.771742589	6.88693949	6.716199563	7.572045914	7.734748696	7.816257735	6.6334799429375	8.341351009	7.68385188630578e-07	7.68385188630578e-07	7.68385188630578e-07
Ot10g01800	7.712193701	8.21091621	7.986286685	8.29096174	8.458009567	8.300621513	8.711209905	8.476168457	8.241785713	8.436198002	8.060433588	8.199978401	7.775921119	8.155672224	7.417113875	8.130663629	7.986223048	7.739849723	8.18420571	8.101140461	8.347643971	8.13406329	8.002106449	8.076277221	8.13065184175	8.711209905	0.0758827549783427	0.0758827549783427	0.0758827549783427
Ot01g01190	7.188386212	6.668643973	6.878248782	6.669214965	5.964070104	6.149965418	7.059930816	6.913477482	6.8325432765	7.273451679	6.918662342	7.114104271	7.426457135	7.120457226	7.2304762135	7.260919703	7.148531036	7.249199693	7.137029993	6.937844845	7.165738732	7.596252901	7.116498339	7.357635499	7.01573919316667	7.596252901	0.0131069125808362	0.0131069125808362	0.0131069125808362
Ot10g03000	7.194553388	7.796125877	7.822299527	7.375195763	7.881125798	8.119156303	7.982590395	7.912369488	8.207850621	7.535615971	7.85382765	8.215986689	7.325577951	7.380307046	7.262637951	7.074531773	7.3307465	7.1690971565	7.621515308	7.821315878	7.873909449	7.760768229	7.553585367	7.645950829	7.6548600378125	8.215986689	0.0167999240608051	0.0167999240608051	0.0167999240608051
Ot10g00530	7.466138187	7.45295285	7.386323407	7.385470628	7.434179748	7.39870132	7.805269307	7.958740073	7.981763054	7.654145056	7.499666859	7.672700305	7.511674697	7.313037869	7.32078988	6.983081873	7.033667386	7.123475258	7.184698048	7.240866972	7.362706757	7.204108398	7.318034578	7.385274883	7.41989447470833	7.981763054	8.23446544442841e-07	8.23446544442841e-07	8.23446544442841e-07
Ot11g02370	7.316234822	7.221898812	7.318934569	7.301173114	7.187284233	7.31526335	7.738766478	7.511854249	7.509196023	7.838256538	7.610911009	7.823950525	8.05645193	7.903937833	7.762457205	7.432037697	7.568735718	7.4706872455	7.527668557	7.647000837	7.634245782	7.459921644	7.357705817	7.377201285	7.53715730302083	8.05645193	6.86703811106894e-07	6.86703811106894e-07	6.86703811106894e-07
Ot13g00290	7.500284378	7.646591979	7.749878519	5.656784621	5.948566548	5.920097647	4.03020796	4.182214899	3.816973018	4.327475982	4.637595774	4.4075972625	7.04201283	7.519356139	7.217107424	8.239628726	8.587651375	8.212495266	8.025273545	8.090069846	8.0423925205	8.224274831	8.2030582315	8.104123845	6.72215471527083	8.587651375	0.000988672787382415	1.59420065432995e-05	1.59420065432995e-05
Ot14g01150	7.598224697	7.46491774	7.400292286	7.610142518	7.394737342	7.36484779	7.156537947	7.348488395	7.409847901	7.128109441	7.420273901	7.550374489	7.037959924	7.121528176	7.067122048	7.510716979	7.674352521	7.565154833	7.77348023	7.779650275	NA	7.594915682	7.671385499	7.807640166	7.45437829478261	7.807640166	0.0144400415855479	0.0144400415855479	0.0144400415855479
Ot14g01870	7.683721487	7.437757012	7.302406161	7.980235034	7.710720704	7.760404839	7.057885783	6.94197072	6.829448881	8.407251393	7.351849879	7.590882417	8.023410252	8.06550167	7.826154346	7.938393006	8.029374192	7.842454278	7.644408299	7.361380518	7.43330231	7.415340093	7.095925877	7.158172888	7.57868133495833	8.407251393	0.151160948231057	0.151160948231057	0.151160948231057
Ot01g00690	7.979951226	7.877136163	7.842104203	7.768621838	7.794687503	7.866123362	7.307556266	7.027548333	7.359335138	7.314392814	7.015663833	7.090568683	7.356262415	7.082327179	7.072389822	7.382156529	7.524660159	7.459804039	8.095665323	8.213486291	8.134501121	7.846046872	7.752083053	7.730949246	7.57891755879167	8.213486291	0.00281628949163032	0.00281628949163032	0.00281628949163032
Ot01g01960	5.761491495	5.335948665	5.009375335	5.228327552	5.000514225	4.729583686	5.37516611	5.090917743	4.883804483	4.697898036	4.852806028	4.469013479	7.088721192	7.165084218	7.107213616	8.94458307	9.205990264	9.107180505	9.042543801	8.723785029	8.856366581	7.807459395	6.820714684	6.988757052	6.55388526016667	9.205990264	0.00396528188470551	0.00396528188470551	0.00396528188470551
Ot01g03070	7.103251025	6.781127859	6.726967251	6.610566573	6.36227056	6.082359731	7.348279817	6.819991108	6.580066534	7.382849932	6.982389888	6.967108831	7.5976547	7.51232801	7.343242996	7.502101535	7.584233332	7.498329057	7.579710598	7.960174388	8.110228644	7.270227793	7.128458508	7.080154712	7.16308639091667	8.110228644	7.54079631871865e-07	7.54079631871865e-07	7.54079631871865e-07
Ot20g00580	6.729155508	6.726472894	6.766639404	6.160799941	6.131869422	5.976130782	7.627975917	7.707187654	7.572987998	7.611125472	7.409758999	7.453727169	7.308326449	7.260098242	7.291921371	7.167900478	7.093920339	7.136971471	7.44955425	7.586714059	7.624830968	7.308506133	7.409865992	7.413818889	7.163594158375	7.707187654	0.184996489618785	0.184996489618785	0.184996489618785
Ot01g00860	7.881281415	7.467094151	7.465594826	7.138932831	7.542564502	7.474029955	7.637643742	7.717366811	7.484421592	7.864415774	7.688885471	8.217053981	8.410727938	8.460665939	7.966965523	8.049246617	8.240781828	8.14906056	7.955223546	7.638605395	7.729535589	8.466549967	7.645447859	7.702054909	7.833089613375	8.466549967	8.12637694602632e-07	8.12637694602632e-07	8.12637694602632e-07
Ot01g02010	6.355120497	6.519488905	NA	5.97860054	6.448579394	6.637188035	5.618535917	5.66156598	6.315107304	7.238044554	6.784636671	7.1840115255	8.752580164	8.572941599	8.324147338	9.171672942	9.258684193	9.064268533	8.628389199	8.220887149	8.687003857	7.200659517	6.588931627	6.035355446	7.35853916897826	9.258684193	8.32991475321049e-07	8.32991475321049e-07	8.32991475321049e-07
Ot01g03360	6.216350656	4.67638543	4.701659881	7.045390379	5.811231138	6.248018977	6.984558945	6.387312034	6.3811010995	8.286658897	7.872468808	NA	8.521675671	8.472639991	8.3432600965	7.95954369	NA	NA	7.305291568	7.133053861	7.2315340595	6.838435307	6.034408454	6.194205213	6.88786591216667	8.521675671	6.82872966424938e-07	6.82872966424938e-07	6.82872966424938e-07
