AFFY.ATH1	RNA_LD00	RNA_LD04	RNA_LD08	RNA_LD12	RNA_LD16	RNA_LD20	RNA_LD24	RNA_LD28	RNA_LD32	RNA_LD36	RNA_LD40	RNA_LD44	RNA_LD48	RNA_LD52	RNA_LD56	RNA_LD60	RNA_LD64	RNA_LD68	RNA_mean.level	RNA_max.level	RNA_phase	RNA_rhythm.pvalue
264072_at	1.1	4	3.1	0.6	0.7	0.9	0.3	1.9	1.1	1.2	0.5	0.6	1.3	1.2	2.4	0.6	0.9	1.1	1.30555555555556	4	9.969001682732	0.0446869179459207
264073_at	0	0	0	0	0.1	0	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0.7	0.4	0.2	0.2	0.122222222222222	0.7	15.1040641823399	0.587368496659164
264074_at	0.1	0.3	0.4	0.2	0.2	0.2	0.2	0.8	0.2	0.3	0.2	0.3	0.3	0.3	0.3	0.3	0.4	0.6	0.311111111111111	0.8	8.6418463241819	0.814325765768819
264075_at	5.2	13.8	8.2	4.4	5.9	8.7	10.4	7.8	3.1	6.8	4.4	2.2	27.2	7.2	7.1	5.7	14.3	18	8.91111111111111	27.2	21.9999460159307	0.529327554337909
264076_at	105.1	107.8	100.3	86.9	96.1	116.2	127.8	136.1	101.1	103.8	127.4	128	114.6	120.6	109.9	101.2	105.4	113.1	111.188888888889	136.1	8.3975118024601	0.0685785919253291
264077_at	17.8	8	27.6	12.4	24.6	23.8	12.9	24.2	14.7	20.4	22	13.2	29.9	26.1	12.6	30.6	29	18.5	20.4611111111111	30.6	12.1666704469637	0.719349385773402
264078_at	227.7	399.9	305.9	250.4	194.5	206.5	216.9	329.7	321.4	410.7	433.4	284.8	167.5	425.3	405.3	272.5	240.5	201	294.105555555556	433.4	9.8285833665576	0.0730147146802985
264079_at	0.6	0.6	0.6	0.3	0.4	0.5	0.7	1.3	0.3	0.3	0.4	0.5	0.5	0.8	1.5	0.9	4.1	1.4	0.872222222222222	4.1	1.3622071628023	0.512250734310965
264080_at	37.2	52.3	58.1	44.4	41.8	48.7	37.3	57.2	48.3	51.3	51.8	47.3	50.5	78.6	59.5	67.2	80.3	84.6	55.3555555555556	84.6	17.9999460159307	0.680342302983288
264081_at	30.7	15.7	20.2	13.9	16.2	16.8	37.3	42.8	31.6	23.4	25.3	45.7	30.5	23.7	35.9	35.7	25	28.5	27.7166666666667	45.7	1.3091528808823	0.496448186376747
264082_at	22.7	25.5	18.8	24.5	28.2	17.6	28.5	30.1	14.3	25.4	15.1	10.6	34.8	62.3	21	24.6	31.3	37.9	26.2888888888889	62.3	22.2861577289429	0.65029936418813
264083_at	3.1	59.6	39.9	34.4	18.6	3.7	4.8	11.3	33.6	35.2	43.9	15.5	4.2	64.7	43.6	29.6	15.5	18	26.6222222222222	64.7	3.3972193981007	0.0601027513971099
264084_at	47.7	75.1	91	78.4	71.6	61.5	38.6	62.7	95.9	97.6	78.9	62.8	59.1	92.1	118.8	99	90.7	66.2	77.0944444444444	118.8	9.9997464728343	0.00234490992791715
264085_at	1.3	2.1	1.1	0.5	1.3	1.6	2.3	2.1	1.1	2.5	1.5	2.5	2.6	2.2	3.1	2.4	2.7	2.5	1.96666666666667	3.1	14.6697558886725	0.690712813349774
264086_at	24.7	34.4	36.1	29.6	29.9	28.6	28.3	31.5	29.4	40.8	41.8	36.1	42.8	46.4	47.6	36.8	39.8	38.8	35.7444444444444	47.6	6.2258090501957	0.743226276452215
264087_at	26.2	35.5	33	26.1	31.3	34.8	26.8	29	30.3	26	31.7	21.6	39.7	43	40.1	37.3	28	45.1	32.5277777777778	45.1	21.9999575923603	0.7134148595809
264088_at	19.6	25.5	22.5	24.8	19.3	18.3	24.5	27	26.1	22.4	20.8	16.5	26.2	33.8	35.6	29.3	30.6	31.3	25.2277777777778	35.6	8.5816332776026	0.157195901848864
264089_at	373.5	386.8	410.1	426.4	509.1	422.2	369.8	415	354.1	381.2	406.8	321.9	484.6	451	439	425.6	528.9	508.5	423.027777777778	528.9	16.2847562192318	0.491956835323417
264090_at	14.3	19.3	23.9	16	13.9	16.9	14.7	15.5	15.4	19.2	21	7.1	16.4	26.7	26.3	19.1	18.6	23.4	18.2055555555556	26.7	21.4226499520403	0.238312207828044
264091_at	29.4	20	22.7	55.2	41.4	42.9	23.9	63.9	70.5	34	20.4	66.3	48.7	20.3	64.2	100.9	95.2	94	50.7722222222222	100.9	0.861635978546801	0.388871432201935
264092_at	3641	3429.8	3686.7	3626.1	3029.3	3456.2	3829.3	3340.6	3828.1	3743.2	3786.6	4306.4	8111.3	8541.1	9044.8	8303.5	7370.2	7294.3	5131.58333333333	9044.8	9.7484423675424	0.841875861715498
264093_at	16.8	16.3	12.8	12.5	14	15.9	27.4	14.2	14.5	19.3	17.9	20	29.2	16.6	9.9	0.9	18.4	20.1	16.4833333333333	29.2	19.512076953849	0.012670739570844
264094_at	13.9	16.1	11.1	22.1	3	19.2	2.2	21.6	24	9.5	21.7	26	8.4	10.6	33.6	25.3	18.4	13	16.65	33.6	4.8905464009191	0.390128243593336
264095_at	498.1	522.3	432.9	530.8	544.8	526.1	495.7	548.8	521.3	439.8	475.6	622.8	416.8	451.2	408.4	515.4	465	452.5	492.683333333333	622.8	22.869018926025	0.67017996562959
264096_at	159.6	107.9	222	233.3	183.3	217.7	124.1	154	281.2	226.1	119	261.1	154.7	158	273.6	369	167.1	261	204.038888888889	369	21.2626821349919	0.186818606892874
264097_s_at	450.9	503.6	552.5	535.4	493	454.2	469.3	517.7	554.5	472.8	427.2	542.6	462.9	389	504.2	645.5	509.5	530.1	500.827777777778	645.5	15.9368092743609	0.363746173633248
264098_at	96.7	91.3	74	101.1	103.9	98.4	84.5	124.1	99.7	83.3	86.3	92.3	72.3	112.1	68.4	88.6	153.5	98.9	96.0777777777778	153.5	0.757022396636998	0.886182339675551
264099_at	131.4	175.6	187.8	269.7	298.1	234.3	144.4	210	220.6	168.8	164.5	226	143.1	122.2	182.7	200.2	189.9	168.9	191.011111111111	298.1	16.9060799812741	0.0786042305683011
264100_at	53.8	43.2	38.7	48.1	70.6	65.1	52.5	78.4	42.6	39.5	40.3	49.2	61.6	32.1	46.5	55.4	117.4	61.9	55.3833333333333	117.4	0.154067600441898	0.168872378336449
264101_at	58	65	49.3	30.9	27.8	48.7	63.5	75.4	60.2	70.3	70.7	62.7	76.1	77.2	74.5	37.2	57.4	65.9	59.4888888888889	77.2	20.4449090152965	0.0945837298567915
264102_at	83.9	96.7	12.3	18.1	20.2	50.2	81.1	30.2	22	14.6	81.9	48.4	49.5	91.2	5.2	12.9	19.8	34.6	42.9333333333333	96.7	20.1829215992753	0.0316085472885881
264103_at	5.1	5.2	5.1	4.2	0.7	3.1	0.3	2.1	3.8	6.1	7	7.2	1.6	6.8	4.2	10.4	12.2	2.2	4.85	12.2	10.7443906704873	0.204057814486636
264104_at	0.5	1	1.4	0.7	0.6	0.7	1.1	0.6	0.7	0.6	0.7	0.6	2	1.9	1.1	0.9	1.9	11.3	1.57222222222222	11.3	18.7241463780309	0.459587833193259
264105_x_at	1.2	2.3	0.9	1	0.9	1	6.3	0.6	0.8	0.7	0.7	1.5	2.2	5.2	0.6	2.6	8.9	11.1	2.69444444444444	11.1	0.558609047314199	0.665904999753961
264106_at	2.6	8.7	5.8	7.5	9.9	7	3.9	17.9	11.3	5.6	1.6	4.2	5.2	9.7	7.2	16.7	17.4	16.2	8.8	17.9	24.1772994683538	0.68316683503256
264107_s_at	124	118	127.6	249.9	234.3	147	100	236.9	234.5	141.3	122.6	133.3	99.1	135.6	135.2	213.3	234.1	168.5	164.177777777778	249.9	20.0091950686694	0.0668847293049867
264108_at	0.5	0.6	0.8	0.9	0.6	0.9	0.8	0.5	0.4	0.7	0.6	1.5	1	1.6	1	0.7	2.3	1.1	0.916666666666667	2.3	17.5340040259503	0.614241184519798
264109_at	0.5	3.7	1	0.3	3.6	0.6	0.9	0.6	1.2	0.7	0.7	1.7	4.3	1	0.7	1	6.7	6.4	1.97777777777778	6.7	21.999918423656	0.923901989601932
264110_at	0.1	0.5	0.4	0.2	0.3	0.4	0.3	0.4	0.1	0.2	0.3	0.4	0.4	1	0.3	0.8	0.5	0.5	0.394444444444444	1	12.761436917189	0.783413556784134
264111_at	34.5	59.6	63.7	55.4	57.1	46.3	51	61.8	67.2	72.7	62.5	56.5	39.3	56.8	80.1	53.1	50.1	60.2	57.1055555555556	80.1	9.147251345789	0.0133013303468472
264112_at	13.2	20.9	7.4	4.5	12.6	14.5	12.3	12.1	11.1	21.5	2.8	10.4	17.9	17.7	18.3	16	25.5	5.1	13.5444444444444	25.5	0.3707397332605	0.667717393604252
264113_at	25.3	22.4	24.5	22.2	25.5	26.5	22.9	23.9	28.7	19.9	25.6	25.5	28.9	29	23.1	30.4	30.5	28.2	25.7222222222222	30.5	21.1554250750243	0.66004676289414
264114_at	36.7	61.9	58	41.1	43.5	36.3	41.4	53.7	61	77.3	79.5	46.5	36.1	66.3	54.1	59.1	47.1	58	53.2	79.5	10.6929853874616	0.15316663994612
264115_at	21.4	19	15.4	21.8	19.3	22	23.8	27.9	22.6	18.8	16.6	23.7	25.1	24.8	17.1	16.8	21.6	18.9	20.9222222222222	27.9	24.3828560453355	0.0822251038121462
264116_at	40.8	43.1	36.3	31.2	32.5	41.7	41.9	47.3	26.2	40.7	44.1	41.9	45.6	62.3	59.7	41.8	61	45.1	43.5111111111111	62.3	8.3511018854295	0.653881820270064
264117_at	0.1	0.3	0.3	0.1	0.2	0.2	0.3	0.2	0.2	0.3	0.1	0.1	0.2	0.6	0.8	0.7	1.3	0.6	0.366666666666667	1.3	24.3618776808549	0.519901517300103
264118_at	17.3	48.9	34	32.2	19.3	12.9	14.5	52.6	53.5	67.7	51.1	33.9	15.1	62.6	36.3	34.8	21.9	22.8	35.0777777777778	67.7	10.3679998992863	0.077965381325067
264119_at	9.2	11.7	1.4	5.3	16	8.2	2.6	1.7	8.1	2	5	0.8	2	6	13.7	6.8	23.1	5.9	7.19444444444444	23.1	5.49973454206191e-05	0.70915729632208
264120_at	133.1	123.9	140.7	145.9	124.9	138.4	134.2	190	188.6	140.6	145.6	159.5	165.4	199.5	172.6	211.5	174.4	178.8	159.311111111111	211.5	21.0881758877127	0.595293923463877
264121_at	683.7	521.1	547.1	465.8	532.7	609.6	723.1	591.6	480.9	586.1	562.6	705.2	844.8	383.2	450	430.4	489.8	527	563.038888888889	844.8	19.3540914427692	0.00906245574829454
264122_at	140.2	168.3	165.7	153.7	184.4	147.1	147.8	178	150.5	199.2	182	158.3	100.7	95.1	104	74.9	107.1	91.5	141.583333333333	199.2	6.8226381430786	0.821432028758995
264123_at	46.5	143	137.1	113.1	78.9	73.7	44.9	73.4	108	132.8	105.9	66.5	38.1	121.4	120.1	85.2	62.1	82.8	90.75	143	9.975765852033	0.017014389754938
264124_at	10.9	18.7	20.1	12.8	14.9	15.7	15.1	18.3	9.5	19.8	13.6	3.4	16.8	16.5	7.1	12.5	5.6	16.2	13.75	20.1	14.8691042837645	0.572547592054778
264125_at	71.2	66.4	68.1	80.3	75.6	61.7	81.7	76.7	80.9	87.3	74.1	72	25	35.9	32.3	27.3	44.8	47.5	61.6	87.3	6.3280617734275	0.86667249515998
264126_at	63.2	94.9	76.7	68	62.2	71.4	52.4	76.5	79.8	78.4	70.2	88	84	95.2	86.3	81.7	99.5	101.3	79.4277777777778	101.3	21.9999247236872	0.853936047895731
264127_at	3.3	2.2	2.2	1.3	10.5	2.1	2.2	1.6	1.5	2.3	1.2	0.8	2.9	3.2	2.6	2.3	2.4	2	2.58888888888889	10.5	14.8503121968541	0.236193200254305
264128_at	22.4	31.1	31.8	31.6	25.8	22	22.1	27.6	39.9	39.5	30.6	29.7	13.5	38.4	32.1	32	33.2	26	29.4055555555556	39.9	8.1950315265859	0.00673454890388643
264129_at	0.9	0.6	0.7	1.7	0.4	0.9	0.8	1	0.5	0.8	1.9	1	3.1	1.4	0.6	0.3	1.8	0.6	1.05555555555556	3.1	19.7290814384149	0.749809207732126
264130_at	104.1	81.8	78.8	60.8	66.4	69.5	108.1	56.5	57.8	57.1	74.1	74.2	95.3	79.5	71.2	70.8	54.1	62.8	73.4944444444444	108.1	24.5092393993361	0.00807727927151363
264131_at	28.1	70	57.9	49.2	43.1	35.6	42.1	71.9	75.2	79	71.4	48.1	41.8	104.3	74.1	50.7	63.2	63	59.3722222222222	104.3	10.3761580726062	0.119921010295678
264132_at	0.4	0.7	0.2	0.1	0.3	0.4	0.3	0.8	0.4	0.4	0.5	0.3	0.4	0.6	0.4	0.6	0.7	1.4	0.494444444444444	1.4	9.0920543705854	0.734047331901261
264133_at	44.3	69.9	65.5	67	74	69	49.6	56.9	75.4	77.8	89	45.9	61.8	56.2	87	71.2	61.5	74.5	66.4722222222222	89	13.3192852331878	0.0691807645339983
264134_at	14.3	11.9	22.1	18.3	21.3	16.2	13.8	21.8	18.3	17.1	16.2	20.7	20.4	9.6	10.9	18.9	11.3	26.3	17.1888888888889	26.3	13.8169191195257	0.594125159880313
264135_at	62.9	50.6	39.9	47.5	51	65.4	54.6	57.1	48.5	42.2	49.5	52.2	74.7	65.7	55.1	77	85.8	82.1	58.9888888888889	85.8	0.805915255081299	0.211775634953802
264136_at	8.3	20.3	18.5	15.5	15.4	19.2	9.9	16.3	7.9	12.3	12.2	9.2	19.9	28.9	6.9	3.5	8.1	14.6	13.7166666666667	28.9	21.9177635808909	0.35640049506037
264137_at	22.8	24.5	29.6	20.2	24.6	24.7	14.1	25.8	24.5	28.4	32.6	23.7	41.3	50.1	42.4	50.3	34.8	27.4	30.1	50.3	8.8225679428854	0.581426140354059
264138_at	9.7	12.8	14.8	9.7	17	18.4	10.2	18	7.7	9.6	12.2	12.7	21	26.8	19.7	16.5	19.6	12.1	14.9166666666667	26.8	4.9373872087884	0.833006302971973
264139_at	3.8	5.4	7.6	2	7.2	9.5	2.6	6.5	4.7	5.5	5.4	6.8	3.3	14.3	13	0.8	8.8	9	6.45555555555556	14.3	13.1899868100826	0.927910705429137
264140_at	229.9	202.2	269.9	258	330.2	256.5	210.3	310.6	263.6	201.9	213.1	261	193.6	172.6	170	214.8	212.6	171.4	230.122222222222	330.2	18.2852235319037	0.837021653354384
264141_at	84	92.7	95.8	104.8	112.1	96.3	108.9	150	121.1	125.4	124.4	125.1	103.1	112	113.7	95.6	89.3	87.9	107.9	150	9.889674089762	0.705294875194103
264142_at	25	36.5	36	29.7	33	25.8	25.6	25	21.3	43.8	31.8	23.6	41.9	48	36.2	18	29.6	30.9	31.2055555555556	48	22.7237362026682	0.681474947819568
264143_at	9.4	10.8	7.8	5.9	11.3	9.1	11.5	4.8	4.5	9.8	7.3	3.3	20.7	13.3	9.9	20	11.7	13.1	10.2333333333333	20.7	10.1974993728634	0.760183131529953
264144_at	8.2	6.3	11.6	8.6	7.6	8.6	4.9	6.8	6.3	5.6	0.5	9.5	5	6.1	5.8	7	5.8	16.3	7.25	16.3	8.40473629112681	0.893319297871269
264145_at	0.4	1.3	0.3	0.6	0.7	0.4	0.3	0.4	0.5	0.5	0.4	0.4	0.9	0.9	5	1.3	0.7	0.3	0.85	5	6.30338770799251	0.744274023773494
264146_at	81.1	179.9	148.9	168.5	88.6	84.1	85.5	96.4	162.2	267.2	258.7	122.9	91.5	236.6	256.2	211.8	128.5	89.5	153.227777777778	267.2	3.1772641829896	0.0361674045591143
264147_at	51.5	63.7	27.3	24.7	9.1	11.2	30	58.9	80.3	72.6	89.2	65.9	5.7	67.9	42.9	43.5	18.3	12.4	43.0611111111111	89.2	9.9814118340406	0.197294554316315
264148_at	9.6	14.6	2.5	6.9	8.7	5.3	12.7	8.2	7.5	3.7	10	5.4	18.6	21.5	8.5	9.6	6.3	1.4	8.94444444444444	21.5	0.806314746176497	0.0678766160125558
264149_at	1.7	6.4	4.7	2.9	7.8	8	0.3	0.4	1.8	10.2	7.2	0.3	16.4	1.9	9.1	14.8	2.8	18	6.37222222222222	18	17.9999460159307	0.585262036267717
264150_at	64.1	62.9	65.5	70.2	71.8	52.3	62.5	66.9	92	71.7	62.2	62.2	53.3	50.7	39.1	46.3	62.4	54.4	61.6944444444444	92	6.8661012218693	0.538938005761721
264151_at	6.6	13.2	9.6	1.4	3.1	2.2	2	5.4	4.8	2	4.5	5.4	4.4	2.6	19.7	16.5	22.6	5.1	7.28333333333333	22.6	17.9999460159307	0.411776240670638
264152_at	397.5	488.7	507.6	483.6	501.8	481.3	455.2	453.9	468.5	436.2	479.3	378.8	675.3	670.8	611.4	777.1	598.7	589.6	525.294444444444	777.1	14.0537916571005	0.84470430772119
264153_at	30.2	5	1.3	1	16.2	15.6	12.6	20.6	0.7	4.1	8.5	15.9	21.3	7.7	2	0.5	14	10	10.4	30.2	23.9547845900218	0.0154221226076381
264154_at	70	90.8	83.2	93.6	97.3	87	80.1	74	98.8	80.1	86	86.1	66	73.4	59.9	78.8	97.2	78.7	82.2777777777778	98.8	16.5179869158287	0.115569332186693
264155_at	15.5	11.9	19.2	3.9	10.2	6.1	16	19.3	24.9	24.9	21.7	21.9	3.3	19	13.1	2.6	4.4	17.9	14.2111111111111	24.9	10.6192267249139	0.687566896318253
264156_at	84	78.9	69.2	70.2	61	80.1	72.5	77.3	61.6	78.6	74.9	89.3	125.9	114.3	99.2	93.5	121.8	110.8	86.8388888888889	125.9	16.3643164186976	0.554808323662518
264157_at	11.6	5.5	1.3	1	1.4	1.1	17.7	1.7	1	2.8	8.4	4.2	10.6	1.8	4	2.3	3.4	0.8	4.47777777777778	17.7	20.0298667944121	0.158504636985348
264158_at	1076.8	964	904	911.1	890	989.6	1032.5	1013.7	1009.9	884.7	945.8	1072.4	1180.5	1175.6	1078.7	1266.1	1073.5	1129.1	1033.22222222222	1266.1	9.5590897650767	0.168996348650971
264159_at	228.6	179.1	209.1	273.8	273.2	228.3	200.1	261	226.4	199.2	174.4	269.6	131	126.5	120.6	138.4	198.5	132.8	198.366666666667	273.8	18.0627131563785	0.733444704569315
264160_at	57.3	71.4	69	55.2	57.6	53.7	59	38.4	51.6	57.4	72.5	40.9	43.9	54.2	62.6	65.6	60	53.7	56.8888888888889	72.5	17.9999460159307	0.254774906299792
264161_at	94	101.5	128.8	122.2	130.3	108.1	107.4	113.3	117.1	115.8	90.2	102.8	88.1	88.3	86.9	102.7	123	99.6	106.672222222222	130.3	16.7000994240437	0.189205151226824
264162_at	808.3	948.4	1160.5	1052.3	969.1	846.7	845.8	857.7	927	1033.2	926.7	840.2	772.3	838	747.2	941.2	879.5	754.4	897.138888888889	1160.5	10.5048117178321	0.0100840645009921
264163_at	15.5	18.3	13.2	14.2	14.7	18.2	14.6	15.1	14.4	14.1	17.4	16	0.7	5.3	4.2	15.3	4	10.4	12.5333333333333	18.3	7.5387704709346	0.810960434559168
264164_at	207	206.8	197.5	145.2	242.7	227.8	201	177.5	126.4	149	164.2	167.4	272.1	202.6	151.5	213	202.3	217.5	192.861111111111	272.1	10.7002941234477	0.0617184683631396
264165_at	171.6	172.4	198.7	208.1	197.2	189.9	170	249.2	244.2	224.3	219.1	243	213.2	201.8	182.2	288.3	236.6	218.5	212.683333333333	288.3	12.9956023552206	0.242571568380729
264166_at	171.5	187.1	167.3	161.5	182.1	164.9	160.9	198	151.6	156.5	197.9	152.8	135.3	134.4	172.5	115.2	220.8	217.7	169.333333333333	220.8	7.7178572871647	0.572127061214192
264167_at	12.7	7.3	4	1.5	11.8	5.3	12.4	19	9.5	5.5	10.8	17.1	10.9	12.9	10.8	10	9.9	6.2	9.86666666666667	19	1.479534735959	0.287732383179944
264168_at	239.8	225.1	225.5	221.9	250.1	255.5	260.5	305.4	250.8	260.8	270.8	245.2	178.5	258.2	217.7	185	262.4	223.4	240.922222222222	305.4	6.3704371871693	0.827765403189529
264169_at	59	56.8	47.9	49.5	56.1	62.6	59.1	58.1	51.4	50.5	54.2	64.7	55.5	47.3	61.8	53.6	51.1	76.5	56.4277777777778	76.5	0.414525606078001	0.0356498342334214
264170_at	93.5	56.1	83.3	92.3	86.1	107.4	105	104.8	124.2	86	62.9	116.6	94.5	60.2	107.9	111.4	115	152.5	97.7611111111111	152.5	0.5653952228623	0.520670511672786
264171_at	103	53.1	46	56.9	64.1	81.3	102	56.8	63.2	42.7	47.4	64.4	80.1	37	28.9	43	47.6	59.2	59.8166666666667	103	23.6031126974849	0.0016102499753021
264172_at	199.5	146.3	161.5	192	184	197	216.4	197.9	190.7	163.5	154.4	218.9	239.9	183.7	174.9	215	242.3	190.4	192.683333333333	242.3	23.7594631078897	0.25421955957193
264173_at	223.3	160.4	220.8	226.1	265.3	250.9	192.3	218.2	182.2	198.7	153.9	185.7	210.6	148.7	186.5	191.9	188.3	179.6	199.077777777778	265.3	16.9949638837817	0.743244479589306
264174_s_at	10.8	10.8	14.2	4.4	19.1	7.4	10.8	9.6	3.6	4.5	9.7	5.1	27.9	24.7	17.6	20.9	26.2	31.6	14.3833333333333	31.6	21.9999460159307	0.774135271932306
264175_at	14.1	4.3	9.6	3.4	11	20.6	12.4	12.3	12	1	2	19.8	18.2	4.3	14.3	18.1	15.7	21.2	11.9055555555556	21.2	0.228034904383001	0.135334982664852
264176_at	71.9	59.9	40.4	50.5	49.7	51.8	77.9	58.1	44.1	44.2	64.7	67.1	83.4	40.8	52.6	45.9	50.7	65.1	56.6	83.4	20.5150867386197	0.00366240735027946
264177_at	615.7	618.9	673.6	726	648.1	640.9	636.5	714.9	754.3	924.2	796.8	784.9	505.8	613.6	633.9	550.6	489.8	562	660.583333333333	924.2	12.9163971401752	0.401889132826239
264178_at	105.1	82.2	90.8	118	138.8	116.6	119.2	114.3	106.1	93.2	99.9	117.5	150.6	112.3	110.4	122.3	126.9	134.9	114.394444444444	150.6	21.6277237177504	0.155507221998557
264179_at	62.3	62	74.4	62.6	58.6	58.5	63.8	62	55.3	67.9	64.4	64.6	61.2	80.6	70.6	53.8	63.9	58.7	63.6222222222222	80.6	3.4679288303745	0.407582010131168
264180_at	0.4	0.7	0.6	2	0.8	1	0.5	2.1	2.3	0.5	0.4	0.4	2.2	1.2	0.7	1.1	0.7	0.6	1.01111111111111	2.3	1.2017791853162	0.402677602566095
264181_at	13.6	14.6	22.7	17.9	10.1	16.1	3.6	8.2	12.7	17.9	5.3	11	16.6	2.6	10.4	21.2	4.6	3.4	11.8055555555556	22.7	15.6327262166359	0.273085270164419
264182_at	5	0.9	7.9	4.5	3.8	3.9	1.6	3.1	2.9	2.9	4.6	3	4.2	2.8	1.5	9.3	11.5	3.5	4.27222222222222	11.5	17.9999460159307	0.377106392494736
264183_at	36.3	40.6	38.9	32.1	34.4	42.5	29.6	39.2	36.7	29.5	29.6	38.6	38.2	35	37.7	42.8	34.5	35.9	36.2277777777778	42.8	5.49973454206191e-05	0.427232600456871
264184_at	16.6	30.6	24.5	31.3	24.3	22.9	20	20.9	16.3	25.2	21.8	14.8	22.2	50.5	30	27.9	35.3	33.6	26.0388888888889	50.5	21.1282172987762	0.429523420668042
264185_at	2008.5	2454.3	2451.5	2108.5	1870.1	2151.1	2128.9	1943.1	2027.6	2515.6	2650.3	2186.7	2714.7	3699.7	3420.8	2541.1	2207.9	2571.2	2425.08888888889	3699.7	5.960010283747	0.649507113665575
264186_at	19	18.7	49.3	40.5	32.4	22.9	25.4	41.7	34.8	42.4	18.4	25.1	4.2	39.1	42.9	53.9	23.2	24.2	31.0055555555556	53.9	16.9290288932718	0.0194291499767902
264187_at	0.8	0.7	1.3	1	0.6	1.1	0.6	1.1	0.3	0.7	0.5	0.3	2.7	1.4	1	1.8	0.6	1.1	0.977777777777778	2.7	8.6436687668257	0.547371339153061
264188_at	172.1	294.5	290.7	291.5	293	211.9	197.2	241.1	320.4	337.7	350.3	194.2	179.3	348.2	326	291.9	254	247.7	268.983333333333	350.3	10.5473063483111	0.0130237279888492
264189_s_at	823.1	716.1	854.6	811.7	946.1	875.8	716.1	747	772.6	705.2	720.4	643.9	602.4	537	620.2	686.8	661.4	669.4	728.322222222222	946.1	13.9120952919906	0.739633492810683
264190_at	73.4	77.8	91.6	100.7	70.4	62.1	68.3	85	80.1	95.2	73.1	95	58.6	106.9	89.2	49.8	60.4	73.4	78.3888888888889	106.9	20.6175461173535	0.165612269997666
264191_at	59.1	48.1	46.7	25.9	49.1	59.7	76.5	54.9	36.1	37.7	40.2	60.8	40.1	38.4	31.2	40.9	67.6	55.8	48.2666666666667	76.5	0.876987481950401	0.0128855660421432
264192_at	65.4	58	42.4	48	60.4	64.2	63.7	77.2	53.9	48.2	61.7	66.1	97.8	96.7	74.1	86	92.4	104.7	70.05	104.7	20.4460729815685	0.339475470783622
264193_at	158.1	181.4	152.3	174.1	184.5	175.2	138.9	208.7	191.9	166.6	181.4	205.2	184.4	218.4	234.9	182.3	254.8	206.1	188.844444444444	254.8	19.0784361297713	0.914974805952236
264194_at	8.4	11.7	10.1	3	10.8	16.5	13.7	8.3	8.5	8.3	6.8	3	14.8	8	9.5	9	12.3	17.2	9.99444444444445	17.2	0.275602818815798	0.0591166488928142
264195_at	608.1	451.9	337	221.8	476.3	469.2	570.3	331.9	232.3	341.7	476.3	294.9	508.4	413.5	326.2	289	351.6	286.3	388.15	608.1	23.5746713483723	0.0385796903215066
264196_at	9.2	16.9	20.2	11.1	14.2	17.7	7.3	6.3	9.5	11.2	11.8	8.4	15.9	23.9	25.8	27.1	18.6	19.4	15.25	27.1	13.2182330770736	0.586854029980294
264197_at	91.3	59	68.3	75.1	82.3	100.3	72.8	80.7	72.6	88	67.8	98.5	72.6	65.4	79.6	62.6	87.3	87.3	78.4166666666667	100.3	0.0359122175657021	0.0545877983155926
264198_at	37	48.9	38.2	51.9	58.6	40.6	45.6	66.8	64.7	34.9	50.7	66.6	31.7	47.5	25.7	46.4	44.3	39.5	46.6444444444444	66.8	5.5302462088039	0.906193707963525
264199_at	302.2	221.2	253.7	310.1	252.8	259.8	278.2	278.2	325.9	275.5	239.1	335.8	262.3	203.3	235	234	172.8	245.4	260.294444444444	335.8	10.9604877591694	0.884483941175251
264200_at	39	38.3	23.2	38.8	26.8	35.4	38.9	22.4	49.3	32.6	42.9	25.3	33.4	25.3	17.7	40.1	20.6	24	31.8888888888889	49.3	9.1693304744752	0.91509418445127
264201_at	450.2	310	300	302.9	412.2	465.7	451.2	321.7	229	282.1	309.6	353.2	340.1	212.2	154.7	154.2	206.6	270.9	307.027777777778	465.7	22.2113405313117	0.0397402894980403
264202_at	4.3	1.9	7.6	0.4	8.9	7	2	1.5	3.6	4.1	8.8	8.5	6.8	18	14.5	20.2	14.1	2.3	7.47222222222222	20.2	9.3720415362631	0.457122611761972
264203_at	1002.7	1165.9	1204.4	1204.1	1079.5	1002.4	1231.6	1128.6	1171.2	1356.9	1263	1084.7	1160.9	1188.5	1174.4	1132.6	1211	1068.6	1157.27777777778	1356.9	10.1999706393542	0.11202266652424
264204_at	456.8	452.1	362.1	306.2	382	526.7	637.8	493.4	463.7	595.7	541.6	524.4	474	444.2	540.7	318	409.5	530.5	469.966666666667	637.8	7.5960185624345	0.0886880664521096
264205_at	63.3	69.7	70	69.7	79.7	72.1	41.4	74.8	75.5	58.1	64.4	53.9	56.8	64.8	67.4	80.1	63.1	73.7	66.5833333333333	80.1	11.7001834432999	0.240668953895999
264206_at	39.6	41.8	39.5	35.4	35.4	39	37.1	58.3	37.2	46.6	39.6	39.8	78.6	59	63.3	60.4	93	55.1	49.9277777777778	93	20.8798742039381	0.6911888819384
264207_at	395.4	607.1	421.1	335.8	311	440	444.6	226.7	298.8	360.3	530.5	255.5	324.2	390.9	222.9	230.2	131.4	160.9	338.183333333333	607.1	19.1478282809547	0.588684406298404
